"simRun","year","scenario","meanGV","varGV","varGxE","h2","H2","accSDN","accCET","accPYT","accAYT","accUYT","nParCET","nParPYT","nParAYT","nParUYT"
26,-6,"Narrow adaptation",5.72118364543188,0.859601236952707,2,0,0,0,0,0,0,0,0,0,0,0
26,-5,"Narrow adaptation",6.07478328437546,0.729279937888136,2,0,0,0,0,0,0,0,0,0,0,0
26,-4,"Narrow adaptation",6.16437636420649,0.678035795776995,2,0,0,0,0,0,0,0,0,0,0,0
26,-3,"Narrow adaptation",6.2063059712296,0.833601887299605,2,0,0,0,0,0,0,0,0,0,0,0
26,-2,"Narrow adaptation",7.07784194162718,0.744065879759359,2,0,0,0,0,0,0,0,0,0,0,0
26,-1,"Narrow adaptation",7.44178725736394,0.80148687624297,2,0,0,0,0,0,0,0,0,0,0,0
26,0,"Narrow adaptation",7.85135017116644,0.777393131711166,2,0,0,0,0,0,0,0,0,0,0,0
26,1,"Narrow adaptation",7.7878807535357,1.20180963977423,2,0.297351938922978,0.326504428643631,0.141262432883839,0.25181408081787,0.678308500770925,0.47912762320843,0.806940545728527,6.5,8,8,2.5
26,2,"Narrow adaptation",7.78606800784233,1.14858813612172,2,0.409874519823549,0.409874581207644,0.159190071271821,0.276757270627028,0.710967650185659,0.847708609047369,0.928584012904848,3.5,7,10.5,4
26,3,"Narrow adaptation",9.44475797582858,1.59398104119303,2,0.479671721013807,0.479671896280166,0.15714556990117,0.345820388514266,0.564659829199718,0.841851135653955,0.913899457533032,0,0,16,9
26,4,"Narrow adaptation",10.0177595200745,1.2766460817013,2,0.469531406580868,0.469531490382089,0.148665340482358,0.293765817779151,0.590410874183046,0.812823995651562,0.905570375026185,10.5,0,2,12.5
26,5,"Narrow adaptation",10.2794288358177,1.11663571005342,2,0.33513053413815,0.335130647875173,0.149583108720286,0.288841452487542,0.70416794884788,0.795773583782208,0.863203134711757,8,16.5,0,0.5
26,6,"Narrow adaptation",10.5701346015301,1.16793120310597,2,0.349427400298788,0.349427487215968,0.113521104883155,0.237703969288189,0.676655459610727,0.814314424630758,0.841640695176846,1.5,8.5,14.5,0.5
26,7,"Narrow adaptation",11.4479668109666,1.26453773828506,2,0.285962397679308,0.420741453873402,0.134998255966173,0.2642829146573,0.550059896319913,0.812657996451865,0.819659595349695,1.5,4,10,9.5
26,8,"Narrow adaptation",11.9108836244671,1.13699810236456,2,0.333297473379884,0.393634846044384,0.140945567174984,0.289174231873168,0.605505275631559,0.817584698977992,0.892017828662243,4.5,1.5,8.5,10.5
26,9,"Narrow adaptation",12.1310649887989,1.14675229559633,2,0.21266558674031,0.433891940353799,0.142996685056643,0.312897167338259,0.638590096067394,0.755435128110189,0.88829203469224,7.5,11.5,2.5,3.5
